test_collections/CRAN/CRAN.all
IdeDecHi
Query, Precision, Recall, NonInterpolatedAvgPrecision
131, 0.225, 1.0, 0.39474769964966044
132, 0.4, 1.0, 0.7533209528124732
133, 0.2, 1.0, 0.3378023628023628
134, 0.05, 0.6666666666666666, 0.10683760683760683
135, 0.2, 0.8888888888888888, 0.32400708859042193
136, 0.0, 0.0, 0.0
137, 0.05, 0.4, 0.06142857142857143
138, 0.0, 0.0, 0.0
139, 0.025, 0.2, 0.00625
140, 0.05, 0.2857142857142857, 0.16071428571428573
141, 0.0, 0.0, 0.0
142, 0.025, 0.5, 0.019230769230769232
143, 0.025, 0.3333333333333333, 0.018518518518518517
144, 0.1, 0.5, 0.18174603174603174
145, 0.05, 0.25, 0.13306451612903225
146, 0.075, 1.0, 0.7916666666666666
147, 0.175, 0.6363636363636364, 0.2474450386215092
148, 0.075, 0.42857142857142855, 0.05644499178981937
149, 0.05, 0.16666666666666666, 0.04861111111111111
150, 0.075, 1.0, 0.20735930735930733
151, 0.0, 0.0, 0.0
152, 0.025, 0.14285714285714285, 0.01020408163265306
153, 0.05, 0.25, 0.03306451612903226
154, 0.025, 0.3333333333333333, 0.041666666666666664
155, 0.05, 0.2857142857142857, 0.014423076923076924
156, 0.05, 0.13333333333333333, 0.010052910052910053
157, 0.15, 0.15, 0.04506286052657021
158, 0.025, 0.1111111111111111, 0.003472222222222222
159, 0.075, 0.3333333333333333, 0.20899470899470896
160, 0.075, 0.5, 0.04766465973362525
161, 0.025, 0.14285714285714285, 0.014285714285714287
162, 0.1, 0.4444444444444444, 0.04063185338547657
163, 0.075, 0.75, 0.75
164, 0.075, 0.3333333333333333, 0.08905228758169935
165, 0.05, 0.6666666666666666, 0.6666666666666666
166, 0.05, 0.2222222222222222, 0.12280701754385964
167, 0.05, 0.6666666666666666, 0.0423076923076923
168, 0.05, 0.6666666666666666, 0.038974358974358976
169, 0.05, 0.4, 0.044047619047619044
170, 0.025, 0.14285714285714285, 0.0037593984962406013
171, 0.05, 0.5, 0.07678571428571429
172, 0.1, 0.8, 0.08986215538847117
173, 0.075, 1.0, 0.7777777777777778
174, 0.025, 0.16666666666666666, 0.015151515151515152
175, 0.025, 0.16666666666666666, 0.007246376811594203
176, 0.075, 0.375, 0.0650066844919786
177, 0.15, 1.0, 0.603927203065134
178, 0.0, 0.0, 0.0
179, 0.025, 0.2, 0.006896551724137931
180, 0.15, 0.75, 0.17876385467980296
181, 0.025, 0.16666666666666666, 0.16666666666666666
182, 0.075, 1.0, 0.8095238095238094
183, 0.175, 0.5, 0.1657088641908376
184, 0.025, 0.125, 0.005952380952380952
185, 0.225, 0.9, 0.5960253063213589
186, 0.0, 0.0, 0.0
187, 0.05, 0.2857142857142857, 0.11904761904761904
188, 0.175, 0.5833333333333334, 0.1230476122717502
189, 0.15, 0.6, 0.2503105590062112
190, 0.05, 0.3333333333333333, 0.02619047619047619
191, 0.3, 0.8571428571428571, 0.2892773875030908
192, 0.075, 0.6, 0.10493506493506492
193, 0.1, 0.4, 0.0815079365079365
194, 0.025, 0.14285714285714285, 0.005714285714285714
195, 0.025, 0.25, 0.011363636363636364
196, 0.025, 0.07692307692307693, 0.002262443438914027
197, 0.0, 0.0, 0.0
198, 0.025, 0.2, 0.011764705882352941
199, 0.0, 0.0, 0.0
200, 0.025, 0.25, 0.006578947368421052
201, 0.1, 0.23529411764705882, 0.016611819552996027
202, 0.1, 0.26666666666666666, 0.03154135338345865
203, 0.05, 0.13333333333333333, 0.007772304324028462
204, 0.0, 0.0, 0.0
205, 0.0, 0.0, 0.0
206, 0.075, 0.75, 0.2901785714285714
207, 0.1, 0.6666666666666666, 0.18234126984126983
208, 0.15, 0.8571428571428571, 0.7806122448979592
209, 0.05, 0.15384615384615385, 0.010678733031674208
210, 0.075, 0.42857142857142855, 0.07508116883116885
211, 0.05, 0.16666666666666666, 0.008689839572192513
212, 0.025, 0.06666666666666667, 0.0037037037037037034
213, 0.0, 0.0, 0.0
214, 0.05, 0.4, 0.24
215, 0.025, 0.3333333333333333, 0.1111111111111111
216, 0.0, 0.0, 0.0
217, 0.075, 0.1875, 0.038839285714285715
218, 0.125, 0.3125, 0.027654745641607286
219, 0.1, 0.21052631578947367, 0.02415761626287942
220, 0.1, 0.2, 0.03412309368191721
221, 0.025, 0.05263157894736842, 0.001949317738791423
222, 0.2, 0.8, 0.4108974358974359
223, 0.05, 0.4, 0.08076923076923077
224, 0.05, 0.2222222222222222, 0.06349206349206349
225, 0.125, 0.2, 0.07380952380952381
average, 0.06611111111111118, 0.35535279550592547, 0.11533413559965044
